id,value
2019-11-29,"Pirates of Penzance, The"
2019-10-25,"Wise Guys, The (Les grandes gueules)"
2019-06-16,"Edge of Love, The"
2019-10-31,Sansho the Bailiff (Sanshô dayû)
2019-12-30,In God We Teach
2019-07-27,Lucky You
2019-04-02,I'm Not There
2019-05-14,The Trans-Atlantic Mystery
2019-03-25,The Hire: Ticker
2019-04-25,Event Horizon
2019-11-20,Noise
2019-06-22,Welcome to Sarajevo
2019-08-31,"Who Are you Polly Maggoo (Qui êtes-vous, Polly Maggoo?)"
2019-12-23,Best of the Best
2019-03-20,35 Up
2019-04-08,Dead End
2019-06-13,Fetishes
2019-09-10,Magical Mystery Tour
2019-07-21,Sergeant York
2019-05-24,Wicked
2019-09-27,Guns of the Magnificent Seven
2019-11-09,Up the Academy
2019-12-13,Boy Meets Girl
2019-05-09,"Letzte schöne Herbsttag, Der"
2019-03-25,Kill the Irishman
2019-12-16,"Killing of a Chinese Bookie, The"
2019-09-07,"Ringer, The"
2019-08-14,Play it to the Bone
2019-11-14,Such a Long Journey
2019-12-07,Time After Time
2019-12-20,Camille Claudel 1915
2019-08-28,Old Yeller
2019-08-30,Thirty Seconds Over Tokyo
2019-04-04,Departures (Okuribito)
2019-10-25,Forbidden Games (Jeux interdits)
2019-09-26,Max Payne
2019-09-28,Horror Business
2019-11-18,Tokio Baby
2019-08-07,"Disappeared, The"
2019-12-21,Woyzeck
2019-09-06,Immigrants (L.A. Dolce Vita)
2019-10-11,Down and Derby
2019-09-08,Monty Python Live (Mostly)
2019-07-28,"Ultramarines: A Warhammer 40,000 Movie"
2019-06-27,Buffalo Bill
2019-10-17,Dune
2019-12-16,L'antisémite
2019-07-15,18 Again!
2019-10-11,Nina Frisk
2019-04-18,Hawaii
2019-07-23,R100
2019-04-28,The great match
2019-10-14,Hangman's House
2019-07-13,Funny Farm
2019-09-03,Don't Tell Anyone (No se lo digas a nadie)
2019-11-23,"Loved One, The"
2019-04-19,Boys Don't Cry (Chlopaki nie placza)
2019-06-04,How to Eat Fried Worms
2019-10-27,T-Men
2019-05-15,Easy
2019-07-08,Shadow Kill
2019-07-20,Crockdale
2019-04-13,21 Grams
2019-12-28,"American Friend, The (Amerikanische Freund, Der)"
2019-05-22,My Little Chickadee
2019-03-08,"Rocketeer, The"
2019-12-26,Music of the Heart
2019-07-19,No Man of Her Own 
2019-09-23,Money Train
2019-06-25,Nobody's Fool
2019-05-14,Rabbit-Proof Fence
2019-04-20,Trust
2019-09-26,Your Life in 65 (Tu vida en 65')
2019-09-05,Sunset Strip
2019-03-23,Water Drops on Burning Rocks
2019-10-13,"Postman, The (Postino, Il)"
2019-08-21,Riviera
2019-05-24,California Split
2019-08-10,"Shiver of the Vampires, The (Frisson des vampires, Le)"
2019-08-18,"Above the Street, Below the Water (Over gaden under vandet)"
2019-10-15,Dead Rising: Watchtower
2019-04-04,Book of Love
2019-06-21,"Garden of Words, The (Koto no ha no niwa)"
2019-06-10,"Wild, Wild Planet (I criminali della galassia)"
2019-10-12,Killer (Bulletproof Heart)
2019-11-23,Our Sunhi
2019-07-28,Kathleen
2019-11-13,8 Days to Premiere (8 päivää ensi-iltaan)
2019-03-22,Putty Hill
2019-06-09,Anatomy of a Love Seen
2019-09-22,Special 26
2019-08-11,Rise of the Footsoldier
2019-07-31,"Bright Lights, Big City"
2019-07-05,"Late Great Planet Earth, The"
2019-06-15,Black Ice (Musta jää)
2019-04-27,The Land Before Time XIII: The Wisdom of Friends
2019-06-14,Kevin & Perry Go Large
2019-03-26,"Housemaid, The (Hanyo)"
2019-10-02,In a Town This Size
2019-10-08,Back to the Future Part II
2019-05-23,Schlussmacher
2019-10-02,Walt & El Grupo
2019-08-04,She Done Him Wrong
2019-05-06,Minecraft: The Story of Mojang
2019-05-18,She's Having a Baby
2019-04-19,Destination Tokyo
2019-07-26,Melissa P.
2019-09-04,Taken
2019-06-11,"Aral, Fishing in an Invisible Sea"
2019-04-03,My Man and I
2019-12-05,"Secret of Kells, The"
2019-04-06,"Carey Treatment, The"
2019-08-24,Stargate SG-1 Children of the Gods - Final Cut
2019-05-30,So I Married an Axe Murderer
2019-04-30,"Visitor, The"
2019-03-17,Koran by Heart
2019-09-30,When Dinosaurs Ruled the Earth
2019-06-01,Because I Said So
2019-05-09,The New Centurions
2019-09-21,Berlin Calling
2019-05-04,Jason Goes to Hell: The Final Friday
2019-12-16,American Pie Presents: The Book of Love (American Pie 7: The Book of Love)
2019-10-31,"Snow Walker, The"
2019-09-11,Pathfinder
2019-11-30,Mei and the Kittenbus
2019-09-06,Blue
2019-03-31,Thirteen Days
2019-05-10, Days of Summer
2019-07-04,Love Is Colder Than Death (Liebe ist kälter als der Tod)
2019-07-31,Butley
2019-07-27,Pennies from Heaven
2019-07-06,I Spy
2019-12-13,Possession
2019-11-06,Hogfather (Terry Pratchett's Hogfather)
2019-09-11,"Van, The"
2019-12-27,Antboy
2019-12-07,Grease
2019-09-25,"Fourth Kind, The"
2019-04-10,Motocrossed
2019-05-22,Osama
2019-04-04,"New York, New York"
2019-10-21,Summer Holiday
2019-11-05,Alien³ (a.k.a. Alien 3)
2019-07-28,Kids of Survival
2019-04-13,Postcards From the Edge
2019-12-09,Cavemen
2019-12-07,Friday the 13th
2019-03-13,Undertaking Betty (Plots with a View)
2019-08-29,Torpedo Bombers (Torpedonostsy)
2019-07-07,"Three Musketeers, The"
2019-09-22,Breaker Morant
2019-08-29,"Last Call, The (Tercera Llamada)"
2019-10-25,Chaos Theory
2019-11-11,Heartless
2019-07-02,Huckleberry Finn
2019-11-09,Headfirst
2019-11-26,"Breach, The (Rupture, La)"
2019-12-06,All That Heaven Allows
2019-09-01,Hana and Alice (Hana to Arisu)
2019-09-14,Summer Catch
2019-06-04,Hobo with a Shotgun
2019-03-10,Slumber Party '57
2019-08-21,Death by Hanging (Koshikei)
2019-11-16,Night and Day (Bam gua nat)
2019-08-03,Same Same But Different
2019-10-11,"Ballad of Cable Hogue, The"
2019-10-24,The Clinic
2019-05-16,"Virgin Suicides, The"
2019-06-15,3 Ninjas: High Noon On Mega Mountain
2019-12-27,"Second Time Around, The"
2019-12-07,Dead or Alive 2: Tôbôsha
2019-08-03,Nico and Dani (Krámpack)
2019-10-03,"Othello (Tragedy of Othello: The Moor of Venice, The)"
2019-08-15,"Brother from Another Planet, The"
2019-03-27,National Lampoon's Senior Trip
2019-12-12,House of Angels (Änglagård)
2019-03-22,Bachelor in Paradise
2019-12-18,"Hotel New Hampshire, The"
2019-07-21,I am Von Höfler (Variation on Werther - Private Hungary 15)
2019-03-21,You Kill Me
2019-12-10,Reign Over Me
2019-03-28,Panic Button
2019-06-30,Impulse
2019-10-06,Super Sucker
2019-12-14,H.H. Holmes: America's First Serial Killer
2019-09-08,"Warrior, The"
2019-05-01,"Witchfinder General (Conquerer Worm, The)"
2019-12-21,BloodRayne: Deliverance (BloodRayne II: Deliverance)
2019-04-26,Reparando
2019-11-22,Love Forbidden (Défense d'aimer)
2019-05-08,"Mission, The"
2019-08-07,Stagecoach
2019-08-22,The Studio Murder Mystery
2019-08-26,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre)
2019-12-26,"Boy in Blue, The"
2019-11-20,To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence)
2019-04-19,Coraline
2019-10-18,One Piece Film: Strong World
2019-10-25,Palo Alto
2019-06-18,"Avengers, The"
2019-09-28,Forgotten Silver
2019-11-26,Capturing the Friedmans
2019-11-13,Assassination
2019-05-27,Zeus and Roxanne
2019-07-08,MC5: Kick Out the Jams
2019-07-02,Alligator Eyes
2019-07-25,"Enforcer, The"
2019-06-11,"Replacements, The"
2019-12-12,When the Road Bends: Tales of a Gypsy Caravan
2019-05-17,"Spy Next Door, The"
2019-03-31,"Moine, Le (Monk, The)"
2019-11-14,Rage of Honor
2019-07-04,Head Games
2019-10-20,Booker's Place: A Mississippi Story
2019-12-18,Absentia
2019-09-05,Pretty in Pink
2019-08-20,Wishing Stairs (Yeogo goedam 3: Yeowoo gyedan)
2019-12-26,"Girl Who Played with Fire, The (Flickan som lekte med elden)"
2019-08-01,American Sniper
2019-09-14,Little Buddha
2019-09-06,Sanshiro Sugata Part Two (Judo Saga II) (Zoku Sugata Sanshirô)
2019-03-19,Death of a Nation - The Timor Conspiracy
2019-05-29,"Contender, The"
2019-04-20,Lap Dance
2019-03-14,Make Mine Music
2019-12-24,Beauty and the Boss
2019-12-23,"Funhouse, The"
2019-07-24,"Border, The"
2019-12-12,Time of Favor (Ha-Hesder)
2019-04-06,Takedown: The DNA of GSP
2019-12-12,ThanksKilling 3 
2019-04-01,I Am Michael
2019-05-13,Evil Dead II (Dead by Dawn)
2019-04-29,Little Fridolf Becomes a Grandfather
2019-03-23,I Am Trying to Break Your Heart
2019-07-15,Keep the River on Your Right: A Modern Cannibal Tale
2019-04-10,Up in the Air
2019-12-25,Flubber
2019-06-24,My Blueberry Nights
2019-08-27,Lost Souls
2019-07-16,Rosencrantz and Guildenstern Are Dead
2019-07-23,Brazil
2019-10-20,Boyz N the Hood
2019-12-27,Drive Angry
2019-04-07,Student Bodies
2019-03-11,Two Cents Worth of Hope (Due soldi di speranza)
2019-09-28,These Amazing Shadows
2019-04-09,"Happy Event, A (Un Heureux Evénement)"
2019-06-05,Eden
2019-03-16,Gorky Park
2019-10-11,Dollman
2019-06-05,"Business of Strangers, The"
2019-05-18,Knights of the Round Table
2019-09-25,See the Sea
2019-04-03,Sonny
2019-08-27,Barfly
2019-11-18,"World Moves On, The"
2019-08-21,"Combat dans L'Ile, Le (Fire and Ice)"
2019-07-09,Malice in Wonderland
2019-09-21,Whirlygirl
2019-10-27,Momo
2019-09-19,When Darkness Falls (När mörkret faller)
2019-03-09,Body Heat
2019-03-30,Dr. Crippen
2019-10-18,"Point, The"
2019-07-11,Sun Valley Serenade
2019-07-10,Under Suspicion
2019-03-30,"Hole, The (Dong)"
2019-08-31,"Good Marriage, A (Beau mariage, Le)"
2019-10-13,"Mod Squad, The"
2019-06-02,300
2019-11-09,Phantom (O Fantasma)
2019-04-18,Soul Assassin
2019-06-02,Rated X: A Journey Through Porn
2019-11-26,Vincent: A Life in Color
2019-06-29,Man of the East
2019-07-03,Flying Down to Rio
2019-03-26,Ride the Pink Horse
2019-12-16,Crazy Love (a.k.a. Love Is a Dog from Hell)
2019-11-14,Budz House
2019-10-16,Notes on a Scandal
2019-09-16,"Adventures of Pluto Nash, The"
2019-04-10,Cuban Fury
2019-06-19,Drevo
2019-03-10,Candyman 3: Day of the Dead
2019-09-28,Wrestling for Jesus: The Tale of T-Money
2019-10-30,Grown Ups
2019-11-02,Bitter Feast
2019-03-17,"Pallbearer, The"
2019-08-29,Lumiere and Company (Lumière et compagnie)
2019-08-31,Wake
2019-06-09,With Fire and Sword (Ogniem i mieczem)
2019-04-28,Oblivion
2019-05-22,The Next Voice You Hear....
2019-04-29,Never Say Never Again
2019-06-08,Roberta
2019-10-28,"Breed, The"
2019-11-05,"Four Days of Naples, The (Le quattro giornate di Napoli)"
2019-03-25,"Chronicles of Narnia: Prince Caspian, The"
2019-03-10,Human Desire
2019-10-19,Redemption: The Stan Tookie Williams Story
2019-11-08,Days of Thunder
2019-12-29,"Extremely Goofy Movie, An"
2019-11-16,Fiend with the Electronic Brain (Blood of Ghastly Horror)
2019-06-02,Margaret's Museum
2019-08-01,Tribute
2019-11-02,Immortals
2019-07-16,Black Butterflies
2019-03-08,Beneath Hill 60
2019-04-07,House of Frankenstein
2019-04-02,Sniper 2
2019-12-30,"Great McGinty, The"
2019-04-18,Cuba
2019-09-02,Sombre
2019-06-09,Robinson Crusoe (Daniel Defoe's Robinson Crusoe)
2019-08-12,"Glass Agency, The (Ajans-E Shisheh-I)"
2019-08-19,Flow
2019-10-12,Undercover Blues
2019-09-12,Exhibition
2019-11-28,Phish: Bittersweet Motel
2019-06-09,King Creole
2019-06-09,Onionhead
2019-05-05,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)"
2019-12-30,Jubilee
2019-04-29,No End (Bez konca)
2019-09-06,Pine Flat
2019-07-13,Mein Leben - Marcel Reich-Ranicki
2019-07-24,Closure
2019-03-29,Once Upon a Time (Der var engang)
2019-09-14,Death of a President
2019-04-25,Needful Things
2019-09-10,Queen of Outer Space
2019-10-05,Salut cousin!
2019-07-19,Thor
2019-12-08,Black Rain (Kuroi ame)
2019-11-04,In the Shadow of the Machine
2019-09-07,O Lucky Man!
2019-08-09,Parenthood
2019-05-25,Hamlet
2019-10-05,"Final Countdown, The"
2019-08-07,McCabe & Mrs. Miller
2019-11-20,"Crow: City of Angels, The"
2019-06-29,"Empty Mirror, The"
2019-09-18,Leatherface: Texas Chainsaw Massacre III
2019-04-16,"Black Pirate, The"
2019-05-02,Vulgar
2019-11-02,Navajo Joe
2019-06-23,Tarzan's Greatest Adventure
2019-05-02,Orange County
2019-03-19,"Maze, The"
2019-09-27,Dirty Bomb
2019-08-27,Generation P
2019-12-11,That's Life!
2019-03-11,"Kindred, The"
2019-07-05,Disco and Atomic War (Disko ja tuumasõda)
2019-08-09,Boiling Point (3-4 x jûgatsu)
2019-05-19,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios)
2019-04-03,Remember Sunday
2019-09-21,Sex Drive
2019-11-24,Nothing But Ghosts (Nichts als Gespenster)
2019-10-19,Matti: Hell Is for Heroes (Matti)
2019-12-23,Miracle in Cell No. 7
2019-08-10,"Grandfather, The (Abuelo, El)"
2019-03-18,Carnages (a.k.a. Carnage)
2019-09-27,Jetsons: The Movie
2019-08-09,Beyond the Border
2019-11-15,Angel Baby
2019-08-01,"Outfit, The"
2019-10-08,"George Lopez: It's Not Me, It's You"
2019-04-19,Blood Trails 
2019-09-16,Child's Play 2
2019-08-19,"Bikini Carwash Company, The"
2019-12-16,Universal Soldier: The Return
2019-12-07,"Princess Blade, The (Shura Yukihime)"
2019-08-08,Paternity
2019-10-25,Wish You Were Here
2019-09-12,The 39 Steps
2019-03-09,Needful Things
2019-10-18,Mothra (Mosura)
2019-06-02,Forsaking All Others
2019-07-06,Jerry Springer: The Opera
2019-10-19,Much Ado About Nothing
2019-03-07,Envy
2019-11-21,"Clique, The"
2019-05-29,Tom Sawyer
2019-05-30,Stupid Boy (Garçon stupide)
2019-10-11,JLG/JLG (JLG/JLG - autoportrait de décembre)
2019-06-13,Boogie Man: The Lee Atwater Story
2019-07-14,Imago mortis
2019-12-22,Perfect
2019-06-23,American Kickboxer 2 (American Kickboxer 2: To the Death)
2019-05-07,Private Lives
2019-11-16,Grass
2019-05-08,Kozara
2019-06-25,Bill Burr: I'm Sorry You Feel That Way
2019-10-09,Beyond the Door II (Schock) (Shock) (Suspense)
2019-11-04,Booker's Place: A Mississippi Story
2019-09-05,Fear City: A Family-Style Comedy (La cité de la peur)
2019-10-10,The Scapegoat
2019-07-31,"Not for or Against (Quite the Contrary) (Ni pour, ni contre (bien au contraire))"
2019-05-22,Gas
2019-07-29,In the Name of the King: A Dungeon Siege Tale
2019-09-04,Fiorile
2019-12-13,Gamera vs. Barugon
2019-08-27,Mr. Blandings Builds His Dream House
2019-10-14,"John Huston: The Man, the Movies, the Maverick"
2019-07-05,"Tale of Two Cities, A"
2019-12-01,Club Paradise
2019-06-08,"Humanité, L'"
2019-10-25,Shake It (En kort en lang)
2019-12-21,Paris 36 (Faubourg 36)
2019-04-23,Slackers
2019-08-25,"James Dean Story, The"
2019-04-06,Delirious
2019-11-26,"Wings of Desire (Himmel über Berlin, Der)"
2019-10-11,One Mile Away
2019-07-16,Shakespeare's Globe: Henry V
2019-08-11,Women Art Revolution
2019-11-15,Down and Derby
2019-10-22,"Soldier's Tale, A"
2019-04-15,Rocky V
2019-04-21,At Berkeley
2019-03-24,Mindwarp
2019-11-16,"Legacy, The"
2019-11-23,"Finger, The (Dedo, El)"
2019-03-22,The Strength of Water
2019-06-30,Suicide Killers
2019-07-17,Transmorphers
2019-10-29,Little Shop of Horrors
2019-04-10,Alla älskar Alice
2019-07-26,Cape No. 7 (Hái-kak chhit-ho)
2019-03-18,"American Tail: Fievel Goes West, An"
2019-06-24,"Twilight Saga: Breaking Dawn - Part 2, The"
2019-04-07,"Number 23, The"
2019-03-16,Johnny in the Clouds
2019-06-15,Waxworks (Das Wachsfigurenkabinett)
2019-05-31,Goldene Zeiten
2019-10-08,La Bande du drugstore
2019-11-29,"Goodbye, Columbus"
2019-11-30,8:28 am (8 Uhr 28)
2019-08-20,A True Mob Story
2019-04-23,Shakespeare's Globe: Henry V
2019-08-11,Peculiarities of the National Fishing (Osobennosti natsionalnoy rybalki)
2019-11-30,"Private Life of Sherlock Holmes, The"
2019-07-24,Until Death
2019-06-26,Eve of Destruction
2019-05-03,Gertie the Dinosaur
2019-09-23,Gone to Earth
2019-06-18,Stop-Loss
2019-04-07,Dream Team 1935
2019-04-02,Now!
2019-08-24,Indie Game: The Movie
2019-07-30,Planet of the Vampires (Terrore nello spazio)
2019-07-22,"North and South, Book II"
2019-07-06,Phantasm III: Lord of the Dead
2019-08-24,The House on 56th Street
2019-07-24,"Wolf Man, The"
2019-08-22,"Invasion, The"
2019-04-05,Making 'The New World'
2019-07-05,"Debut, The"
2019-12-25,Prisoners
2019-08-12,Mountains of the Moon
2019-11-14,"Sing a Song of Sex (Treatise on Japanese Bawdy Songs, A) (Nihon shunka-kô)"
2019-12-21,Carried Away
2019-04-10,Killing Bono
2019-05-08,Divided We Fall (Musíme si pomáhat)
2019-03-12,Naughty Marietta
2019-05-20,Destiny in Space
2019-09-15,For the Bible Tells Me So
2019-10-28,Intimate Enemies (L'ennemi intime)
2019-10-01,Strangers on a Train
2019-07-06,Rampage
2019-12-10,Edie & Pen
2019-07-01,"Brothers Grimm, The"
2019-06-26,"Woman In Berlin, A (Anonyma - Eine Frau in Berlin)"
2019-04-14,Behind Enemy Lines II: Axis of Evil
2019-10-26,So Proudly We Hail!
2019-04-19,"Shout, The"
2019-07-18,"Goke, Body Snatcher from Hell (Kyuketsuki Gokemidoro)"
2019-10-29,Soap Girl
2019-03-21,Woochi: The Demon Slayer
2019-04-06,Othello
2019-12-13,1000 Journals
2019-11-14,Hot Fuzz
2019-12-08,"Gore Gore Girls, The"
2019-10-21,Win Win
2019-07-03,"Trip to the Moon, A (Voyage dans la lune, Le)"
2019-05-03,Kid Galahad
2019-04-09,Hillbillys in a Haunted House
2019-08-30,Comrades
2019-08-02,"French Minister, The (Quai d'Orsay)"
2019-05-10,Juice
2019-08-23,Sparkle
2019-07-11,"Royal Affair, A (Kongelig affære, En)"
2019-06-25,Paid
2019-09-11,"Great Beauty, The (Grande Bellezza, La)"
2019-08-24,Wind
2019-12-03,"Adjuster, The"
2019-04-17,Down From the Mountain
2019-10-03,"Puff, Puff, Pass"
2019-06-02,"Kids Are All Right, The"
2019-04-29,Micki + Maude
2019-06-30,God Bless Ozzy Osbourne
2019-05-25,Flypaper
2019-05-25,Without a Clue
2019-04-19,Finding Fela!
2019-12-05,Blueberry
2019-05-22,Becket
2019-05-28,Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat)
2019-09-30,World War II: When Lions Roared
2019-08-02,Number Seventeen (a.k.a. Number 17)
2019-10-03,America: Imagine the World Without Her
2019-04-07,"Goalie's Anxiety at the Penalty Kick, The (Die Angst des Tormanns beim Elfmeter)"
2019-05-28,Final Destination
2019-03-14,Jet Pilot
2019-05-11,Sahara
2019-04-12,Live-In Maid (Cama adentro)
2019-06-21,Calculator
2019-06-17,MGS: Philanthropy
2019-07-16,Sione's Wedding (Samoan Wedding)
2019-09-17,Stand by for Action
2019-12-01,Privilege
2019-04-10,Mickey
2019-07-31,"Breakfast Club, The"
2019-06-24,Unconquered
2019-03-28,Power and Terror: Noam Chomsky in Our Times
2019-08-28,Mad Hot Ballroom
2019-07-11,Melbourne
2019-03-12,Scanners
2019-09-17,Happy New Year (La Bonne Année)
2019-10-26,D.L. Hughley: Reset
2019-11-25,Divorcing Jack
2019-08-19,"Unforgettable Summer, An (Un été inoubliable)"
2019-06-10,"Colonel Chabert, Le"
2019-10-08,Big Bad Mama II
2019-12-13,My Dear Secretary
2019-10-08,"Pledge, The"
2019-03-26,"Oxford Murders, The"
2019-03-28,White Oleander
2019-10-30,Beneath Hill 60
2019-11-18,American Winter
2019-10-15,We Still Kill the Old Way
2019-09-26,Cats & Dogs
2019-04-13,"Care Bears Movie, The"
2019-07-07,Spider
2019-12-15,Red Tails
2019-07-17,Diary of a Hitman
2019-05-03,Sweet Liberty
2019-08-07,"Monkey's Mask, The"
2019-12-09,"Inheritors, The (Siebtelbauern, Die)"
2019-05-18,"Siffleurs, Les (Viheltäjät)"
2019-11-09,Strange Wilderness
2019-07-17,"Badge, The"
2019-03-31,Buddy Boy
2019-12-12,Outrage
2019-08-26,Gleaming the Cube
2019-05-30,Stardust Memories
2019-12-28,Murphy's War
2019-09-18,On Dangerous Ground
2019-12-27,"Mouse That Roared, The"
2019-08-31,Love in the Afternoon
2019-10-11,"Rare Breed, The"
2019-04-04,"Concert for George, The"
2019-04-05,Curse of the Puppet Master (Puppet Master 6: The Curse)
2019-05-27,Backstage
2019-08-19,"Beast, The"
2019-08-28,Come Back to Me
2019-10-01,School For Scoundrels
2019-03-27,"Shootist, The"
2019-09-15,Cat-Women of the Moon (a.k.a. Rocket to the Moon)
2019-04-27,Colors
2019-10-14,McCullin
2019-05-19,Jive Turkey
2019-10-25,Logorama
2019-08-22,Desire Under the Elms
2019-11-18,Tooth Fairy
2019-11-21,"Devil's Advocate, The"
2019-06-08,"Report, The (Gozaresh)"
2019-05-02,"Daytrippers, The"
2019-07-18,"Dungeonmaster, The"
2019-12-04,Marked for Death
2019-06-15,All About Lily Chou-Chou (Riri Shushu no subete)
2019-09-10,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)"
2019-06-18,Shock Corridor
2019-11-07,"Going Places (Valseuses, Les)"
2019-05-30,Down Terrace
2019-08-17,Earthquake
2019-12-13,Paid in Full
2019-05-29,WarGames
2019-10-27,Home
2019-03-22,Venus & Fleur
2019-08-13,Service (Serbis)
2019-08-05,Catfish in Black Bean Sauce
2019-11-11,Lilla Jönssonligan på styva linan
2019-05-02,"Lost Reels of Pancho Villa, The (Los rollos perdidos de Pancho Villa)"
2019-04-23,Steal This Film
2019-11-12,Scarecrow
2019-11-14,Let's Get Lost
2019-09-22,Curse of the Pink Panther
2019-09-12,Love Story 2050
2019-11-09,Howard Zinn: You Can't Be Neutral on a Moving Train
2019-08-18,Vile 
2019-03-24,Family Way
2019-08-08,Glue
2019-09-13,Ivanhoe
2019-09-25,Ants in the Pants 2
2019-08-17,"Ballad of Jack and Rose, The"
2019-04-16,Don't Go Near the Water
2019-04-18,Knock on Any Door
2019-06-14,Littlerock
2019-06-22,I Am Trying to Break Your Heart
2019-10-25,Are All Men Pedophiles
2019-03-22,Friends of God: A Road Trip with Alexandra Pelosi
